n,edgeList,queries
,"[559, 560, 650]","[38068, 43265, 1]"
,"[560, 561, 434]","[30418, 3632, 1]"
,"[561, 562, 850]","[40524, 17576, 1]"
,"[562, 563, 284]","[14269, 37379, 1]"
,"[563, 564, 46]","[94430, 94785, 1]"
,"[564, 565, 4]","[31574, 11196, 1]"
,"[565, 566, 342]","[90248, 54853, 1]"
,"[566, 567, 790]","[98017, 53706, 1]"
,"[567, 568, 134]","[45754, 14996, 1]"
,"[568, 569, 653]","[73182, 77807, 1]"
,"[569, 570, 269]","[76825, 81751, 1]"
,"[570, 571, 166]","[33349, 3204, 1]"
,"[571, 572, 760]","[25980, 52113, 1]"
,"[572, 573, 453]","[86729, 95687, 1]"
,"[573, 574, 565]","[34232, 5899, 1]"
,"[574, 575, 723]","[18280, 75833, 1]"
,"[575, 576, 438]","[70909, 11817, 1]"
,"[576, 577, 575]","[56779, 66335, 1]"
,"[577, 578, 10]","[63889, 73198, 1]"
,"[578, 579, 115]","[83701, 28544, 1]"
,"[579, 580, 78]","[27815, 24456, 1]"
,"[580, 581, 968]","[49766, 20707, 1]"
,"[581, 582, 905]","[16045, 2381, 1]"
,"[582, 583, 708]","[3036, 29511, 1]"
,"[583, 584, 926]","[87912, 70751, 1]"
,"[584, 585, 153]","[44156, 66616, 1]"
,"[585, 586, 559]","[80522, 34915, 1]"
,"[586, 587, 37]","[62352, 16977, 1]"
,"[587, 588, 855]","[74141, 15708, 1]"
,"[588, 589, 379]","[43496, 48619, 1]"
,"[589, 590, 597]","[13180, 42089, 1]"
,"[590, 591, 566]","[87122, 22710, 1]"
,"[591, 592, 152]","[13765, 77131, 1]"
,"[592, 593, 441]","[69357, 99562, 1]"
,"[593, 594, 131]","[25580, 53492, 1]"
,"[594, 595, 43]","[91581, 18566, 1]"
,"[595, 596, 316]","[28027, 92186, 1]"
,"[596, 597, 374]","[3646, 70221, 1]"
,"[597, 598, 921]","[10544, 83012, 1]"
,"[598, 599, 956]","[60585, 18527, 1]"
,"[599, 600, 816]","[93104, 52183, 1]"
,"[600, 601, 996]","[2291, 63079, 1]"
,"[601, 602, 882]","[56366, 11630, 1]"
,"[602, 603, 41]","[16438, 36203, 1]"
,"[603, 604, 921]","[16876, 6585, 1]"
,"[604, 605, 367]","[40466, 33839, 1]"
,"[605, 606, 216]","[9952, 43612, 1]"
,"[606, 607, 699]","[51654, 71097, 1]"
,"[607, 608, 256]","[90111, 17867, 1]"
,"[608, 609, 683]","[95349, 85011, 1]"
,"[609, 610, 106]","[7848, 61814, 1]"
,"[610, 611, 363]","[20244, 63431, 1]"
,"[611, 612, 799]","[89046, 77969, 1]"
,"[612, 613, 574]","[74570, 81600, 1]"
,"[613, 614, 906]","[83261, 74575, 1]"
,"[614, 615, 896]","[38510, 74914, 1]"
,"[615, 616, 417]","[90638, 80414, 1]"
,"[616, 617, 998]","[36454, 82505, 1]"
,"[617, 618, 636]","[7281, 98865, 1]"
,"[618, 619, 768]","[15778, 93490, 1]"
,"[619, 620, 159]","[67641, 81021, 1]"
,"[620, 621, 948]","[68342, 75699, 1]"
,"[621, 622, 953]","[22834, 50466, 1]"
,"[622, 623, 243]","[55589, 23806, 1]"
,"[623, 624, 886]","[75513, 29930, 1]"
,"[624, 625, 167]","[99018, 99054, 1]"
,"[625, 626, 1000]","[92443, 84675, 1]"
,"[626, 627, 820]","[49968, 58961, 1]"
,"[627, 628, 831]","[33016, 7364, 1]"
,"[628, 629, 182]","[66430, 85800, 1]"
,"[629, 630, 903]","[54434, 48204, 1]"
,"[630, 631, 423]","[53707, 96101, 1]"
,"[631, 632, 26]","[5078, 4081, 1]"
,"[632, 633, 184]","[21612, 97148, 1]"
,"[633, 634, 755]","[23447, 76364, 1]"
,"[634, 635, 947]","[44822, 99026, 1]"
,"[635, 636, 341]","[92269, 64327, 1]"
,"[636, 637, 802]","[3261, 29256, 1]"
,"[637, 638, 954]","[39127, 77395, 1]"
,"[638, 639, 422]","[25140, 45434, 1]"
,"[639, 640, 822]","[97922, 49150, 1]"
,"[640, 641, 686]","[27798, 35395, 1]"
,"[641, 642, 885]","[15402, 62258, 1]"
,"[642, 643, 753]","[50964, 7757, 1]"
,"[643, 644, 831]","[62965, 78522, 1]"
,"[644, 645, 255]","[90360, 68402, 1]"
,"[645, 646, 274]","[64433, 51556, 1]"
,"[646, 647, 164]","[62332, 78020, 1]"
,"[647, 648, 807]","[79834, 31845, 1]"
,"[648, 649, 719]","[54907, 95252, 1]"
,"[649, 650, 111]","[72387, 79995, 1]"
,"[650, 651, 392]","[16239, 78619, 1]"
,"[651, 652, 894]","[46950, 24528, 1]"
,"[652, 653, 40]","[5801, 76805, 1]"
,"[653, 654, 880]","[69401, 40398, 1]"
,"[654, 655, 482]","[49312, 91565, 1]"
,"[655, 656, 228]","[32073, 37287, 1]"
,"[656, 657, 205]","[64486, 58306, 1]"
,"[657, 658, 837]","[61305, 33750, 1]"
,"[658, 659, 941]","[13750, 45460, 1]"
,"[659, 660, 472]","[39268, 98993, 1]"
,"[660, 661, 359]","[56257, 25696, 1]"
,"[661, 662, 313]","[81991, 28560, 1]"
,"[662, 663, 841]","[39649, 89144, 1]"
,"[663, 664, 815]","[38989, 94201, 1]"
,"[664, 665, 893]","[16118, 80263, 1]"
,"[665, 666, 234]","[4738, 11513, 1]"
,"[666, 667, 229]","[23193, 72554, 1]"
,"[667, 668, 25]","[3702, 23364, 1]"
,"[668, 669, 676]","[75969, 8692, 1]"
,"[669, 670, 198]","[39800, 26342, 1]"
,"[670, 671, 409]","[75403, 33880, 1]"
,"[671, 672, 337]","[19079, 7081, 1]"
,"[672, 673, 286]","[58163, 33897, 1]"
,"[673, 674, 886]","[65667, 7434, 1]"
,"[674, 675, 72]","[8948, 43984, 1]"
,"[675, 676, 991]","[47147, 78854, 1]"
,"[676, 677, 792]","[60031, 21748, 1]"
,"[677, 678, 286]","[7424, 45498, 1]"
,"[678, 679, 360]","[50446, 41212, 1]"
,"[679, 680, 657]","[17901, 22403, 1]"
,"[680, 681, 522]","[59657, 10308, 1]"
,"[681, 682, 410]","[79251, 18116, 1]"
,"[682, 683, 696]","[98147, 54974, 1]"
,"[683, 684, 864]","[82542, 71941, 1]"
,"[684, 685, 550]","[2419, 60824, 1]"
,"[685, 686, 340]","[48764, 4661, 1]"
,"[686, 687, 962]","[85722, 7047, 1]"
,"[687, 688, 29]","[74798, 50720, 1]"
,"[688, 689, 119]","[59955, 556, 1]"
,"[689, 690, 899]","[67227, 30934, 1]"
,"[690, 691, 994]","[27028, 68247, 1]"
,"[691, 692, 268]","[69145, 92897, 1]"
,"[692, 693, 183]","[69118, 1210, 1]"
,"[693, 694, 595]","[56202, 73783, 1]"
,"[694, 695, 986]","[60263, 30869, 1]"
,"[695, 696, 272]","[25984, 69404, 1]"
,"[696, 697, 40]","[16859, 66448, 1]"
,"[697, 698, 112]","[63309, 66644, 1]"
,"[698, 699, 611]","[90068, 80802, 1]"
,"[699, 700, 445]","[83588, 95217, 1]"
,"[700, 701, 354]","[81392, 88684, 1]"
,"[701, 702, 747]","[10464, 89805, 1]"
,"[702, 703, 806]","[57976, 19776, 1]"
,"[703, 704, 322]","[25848, 44319, 1]"
,"[704, 705, 447]","[23851, 73208, 1]"
,"[705, 706, 621]","[97365, 70519, 1]"
,"[706, 707, 524]","[13892, 46627, 1]"
,"[707, 708, 119]","[12553, 24951, 1]"
,"[708, 709, 395]","[56742, 78121, 1]"
,"[709, 710, 922]","[79383, 22217, 1]"
,"[710, 711, 591]","[66303, 65378, 1]"
,"[711, 712, 195]","[12851, 92374, 1]"
,"[712, 713, 261]","[3255, 3081, 1]"
,"[713, 714, 46]","[23525, 27545, 1]"
,"[714, 715, 726]","[75784, 61755, 1]"
,"[715, 716, 447]","[59278, 2099, 1]"
,"[716, 717, 2]","[35263, 28974, 1]"
,"[717, 718, 533]","[8769, 27221, 1]"
,"[718, 719, 948]","[38242, 46523, 1]"
,"[719, 720, 826]","[91091, 48625, 1]"
,"[720, 721, 552]","[8282, 53423, 1]"
,"[721, 722, 704]","[26988, 69464, 1]"
,"[722, 723, 737]","[67223, 66155, 1]"
,"[723, 724, 963]","[98896, 31756, 1]"
,"[724, 725, 760]","[23381, 66059, 1]"
,"[725, 726, 755]","[79983, 79891, 1]"
,"[726, 727, 687]","[57963, 88974, 1]"
,"[727, 728, 202]","[94724, 15056, 1]"
,"[728, 729, 373]","[5313, 48541, 1]"
,"[729, 730, 442]","[60755, 42159, 1]"
,"[730, 731, 72]","[34788, 90505, 1]"
,"[731, 732, 972]","[80509, 71525, 1]"
,"[732, 733, 681]","[10177, 15161, 1]"
,"[733, 734, 943]","[9907, 99147, 1]"
,"[734, 735, 339]","[70073, 1816, 1]"
,"[735, 736, 639]","[80667, 73217, 1]"
,"[736, 737, 322]","[11824, 53672, 1]"
,"[737, 738, 680]","[57212, 89770, 1]"
,"[738, 739, 869]","[1196, 94909, 1]"
,"[739, 740, 128]","[71518, 74664, 1]"
,"[740, 741, 738]","[72165, 85819, 1]"
,"[741, 742, 922]","[79031, 14195, 1]"
,"[742, 743, 308]","[93819, 15418, 1]"
,"[743, 744, 520]","[20358, 66654, 1]"
,"[744, 745, 317]","[14598, 39265, 1]"
,"[745, 746, 683]","[63360, 12915, 1]"
,"[746, 747, 419]","[34887, 31148, 1]"
,"[747, 748, 335]","[72320, 88755, 1]"
,"[748, 749, 413]","[38841, 4231, 1]"
,"[749, 750, 714]","[14067, 11824, 1]"
,"[750, 751, 303]","[44436, 82799, 1]"
,"[751, 752, 568]","[37154, 3819, 1]"
,"[752, 753, 131]","[89905, 26452, 1]"
,"[753, 754, 197]","[25802, 44588, 1]"
,"[754, 755, 431]","[80299, 55675, 1]"
,"[755, 756, 681]","[76480, 7185, 1]"
,"[756, 757, 963]","[7950, 60211, 1]"
,"[757, 758, 389]","[5137, 43035, 1]"
,"[758, 759, 694]","[41144, 26686, 1]"
,"[759, 760, 767]","[2198, 81299, 1]"
,"[760, 761, 925]","[56157, 17611, 1]"
,"[761, 762, 179]","[95716, 64441, 1]"
,"[762, 763, 631]","[58561, 10848, 1]"
,"[763, 764, 583]","[72447, 54970, 1]"
,"[764, 765, 309]","[76680, 67773, 1]"
,"[765, 766, 416]","[53781, 70229, 1]"
,"[766, 767, 562]","[26100, 7799, 1]"
,"[767, 768, 854]","[14578, 58259, 1]"
,"[768, 769, 1]","[64814, 55342, 1]"
,"[769, 770, 312]","[23143, 53171, 1]"
,"[770, 771, 294]","[6990, 80135, 1]"
,"[771, 772, 216]","[88209, 33254, 1]"
,"[772, 773, 441]","[96138, 81632, 1]"
,"[773, 774, 805]","[19100, 93935, 1]"
,"[774, 775, 594]","[62891, 88869, 1]"
,"[775, 776, 622]","[40282, 48584, 1]"
,"[776, 777, 671]","[32224, 61586, 1]"
,"[777, 778, 330]","[78615, 48680, 1]"
,"[778, 779, 477]","[98914, 84656, 1]"
,"[779, 780, 453]","[52616, 81006, 1]"
,"[780, 781, 453]","[54617, 72086, 1]"
,"[781, 782, 692]","[21677, 51921, 1]"
,"[782, 783, 219]","[90153, 7640, 1]"
,"[783, 784, 524]","[92900, 52783, 1]"
,"[784, 785, 485]","[79136, 18930, 1]"
,"[785, 786, 813]","[73485, 2483, 1]"
,"[786, 787, 923]","[40226, 15544, 1]"
,"[787, 788, 983]","[58940, 80894, 1]"
,"[788, 789, 816]","[82446, 48954, 1]"
,"[789, 790, 754]","[72861, 70300, 1]"
,"[790, 791, 174]","[88185, 95462, 1]"
,"[791, 792, 675]","[28643, 5474, 1]"
,"[792, 793, 87]","[31088, 29436, 1]"
,"[793, 794, 291]","[44764, 6697, 1]"
,"[794, 795, 528]","[3573, 28178, 1]"
,"[795, 796, 680]","[58192, 50358, 1]"
,"[796, 797, 649]","[51566, 5120, 1]"
,"[797, 798, 635]","[4425, 23552, 1]"
,"[798, 799, 344]","[68091, 41082, 1]"
,"[799, 800, 96]","[42950, 7915, 1]"
,"[800, 801, 839]","[27341, 72808, 1]"
,"[801, 802, 975]","[36722, 88931, 1]"
,"[802, 803, 770]","[57537, 10543, 1]"
,"[803, 804, 241]","[856, 55015, 1]"
,"[804, 805, 689]","[67649, 85198, 1]"
,"[805, 806, 318]","[81369, 64703, 1]"
,"[806, 807, 231]","[25354, 9750, 1]"
,"[807, 808, 826]","[61357, 32454, 1]"
,"[808, 809, 204]","[56523, 58707, 1]"
,"[809, 810, 151]","[19533, 32644, 1]"
,"[810, 811, 26]","[91195, 10328, 1]"
,"[811, 812, 48]","[7625, 88229, 1]"
,"[812, 813, 251]","[15749, 93340, 1]"
,"[813, 814, 487]","[3978, 81679, 1]"
,"[814, 815, 626]","[37926, 46313, 1]"
,"[815, 816, 871]","[75673, 60908, 1]"
,"[816, 817, 787]","[46526, 86835, 1]"
,"[817, 818, 75]","[13620, 32693, 1]"
,"[818, 819, 467]","[4006, 14293, 1]"
,"[819, 820, 425]","[21709, 1317, 1]"
,"[820, 821, 908]","[65413, 29308, 1]"
,"[821, 822, 645]","[2951, 71294, 1]"
,"[822, 823, 590]","[10194, 49242, 1]"
,"[823, 824, 200]","[26246, 37870, 1]"
,"[824, 825, 736]","[65639, 14992, 1]"
,"[825, 826, 714]","[10852, 2753, 1]"
,"[826, 827, 394]","[99998, 44442, 1]"
,"[827, 828, 507]","[2669, 17631, 1]"
,"[828, 829, 410]","[60623, 21917, 1]"
,"[829, 830, 250]","[43315, 84811, 1]"
,"[830, 831, 152]","[57457, 59868, 1]"
,"[831, 832, 672]","[22604, 56821, 1]"
,"[832, 833, 705]","[10933, 79239, 1]"
,"[833, 834, 6]","[41711, 69668, 1]"
,"[834, 835, 915]","[93236, 40545, 1]"
,"[835, 836, 769]","[31771, 50730, 1]"
,"[836, 837, 882]","[14729, 91795, 1]"
,"[837, 838, 789]","[21269, 65044, 1]"
,"[838, 839, 907]","[24921, 45927, 1]"
,"[839, 840, 110]","[73570, 46940, 1]"
,"[840, 841, 798]","[71390, 86117, 1]"
,"[841, 842, 436]","[19208, 38022, 1]"
,"[842, 843, 225]","[25535, 39073, 1]"
,"[843, 844, 181]","[68873, 20032, 1]"
,"[844, 845, 824]","[18700, 68782, 1]"
,"[845, 846, 981]","[941, 66785, 1]"
,"[846, 847, 713]","[43499, 58707, 1]"
,"[847, 848, 531]","[49899, 22093, 1]"
,"[848, 849, 476]","[86727, 27677, 1]"
,"[849, 850, 52]","[50447, 22391, 1]"
,"[850, 851, 571]","[31077, 75506, 1]"
,"[851, 852, 256]","[10803, 53727, 1]"
,"[852, 853, 940]","[93849, 13822, 1]"
,"[853, 854, 869]","[32767, 97346, 1]"
,"[854, 855, 125]","[44425, 258, 1]"
,"[855, 856, 468]","[18713, 40693, 1]"
,"[856, 857, 137]","[69902, 86852, 1]"
,"[857, 858, 821]","[95338, 45019, 1]"
,"[858, 859, 476]","[41619, 99074, 1]"
,"[859, 860, 684]","[23156, 44123, 1]"
,"[860, 861, 544]","[51241, 67389, 1]"
,"[861, 862, 573]","[58476, 90632, 1]"
,"[862, 863, 610]","[82242, 6762, 1]"
,"[863, 864, 325]","[68860, 70233, 1]"
,"[864, 865, 973]","[5278, 51363, 1]"
,"[865, 866, 774]","[91226, 27073, 1]"
,"[866, 867, 913]","[45867, 62851, 1]"
,"[867, 868, 454]","[18634, 75925, 1]"
,"[868, 869, 628]","[66002, 82242, 1]"
,"[869, 870, 835]","[78359, 72013, 1]"
,"[870, 871, 737]","[19284, 5677, 1]"
,"[871, 872, 914]","[45272, 39994, 1]"
,"[872, 873, 517]","[12253, 31366, 1]"
,"[873, 874, 437]","[61323, 96526, 1]"
,"[874, 875, 851]","[22546, 71651, 1]"
,"[875, 876, 929]","[23323, 80622, 1]"
,"[876, 877, 562]","[12649, 23178, 1]"
,"[877, 878, 457]","[57476, 10953, 1]"
,"[878, 879, 919]","[52363, 37181, 1]"
,"[879, 880, 163]","[30399, 14494, 1]"
,"[880, 881, 762]","[82301, 52735, 1]"
,"[881, 882, 883]","[81336, 43806, 1]"
,"[882, 883, 487]","[84280, 71900, 1]"
,"[883, 884, 461]","[7688, 7913, 1]"
,"[884, 885, 266]","[53810, 68474, 1]"
,"[885, 886, 770]","[34736, 9760, 1]"
,"[886, 887, 254]","[99681, 89721, 1]"
,"[887, 888, 861]","[9994, 56010, 1]"
,"[888, 889, 653]","[4476, 21573, 1]"
,"[889, 890, 284]","[82472, 7108, 1]"
,"[890, 891, 785]","[97533, 8257, 1]"
,"[891, 892, 797]","[22131, 18978, 1]"
,"[892, 893, 534]","[13934, 99122, 1]"
,"[893, 894, 497]","[17920, 46562, 1]"
,"[894, 895, 642]","[70702, 40360, 1]"
,"[895, 896, 245]","[64370, 20024, 1]"
,"[896, 897, 282]","[30987, 68629, 1]"
,"[897, 898, 451]","[60404, 40820, 1]"
,"[898, 899, 80]","[67496, 37376, 1]"
,"[899, 900, 731]","[66368, 74833, 1]"
,"[900, 901, 293]","[91053, 29791, 1]"
,"[901, 902, 241]","[99858, 84746, 1]"
,"[902, 903, 279]","[53583, 74760, 1]"
,"[903, 904, 344]","[66319, 2032, 1]"
,"[904, 905, 328]","[92118, 16837, 1]"
,"[905, 906, 915]","[21880, 44043, 1]"
,"[906, 907, 554]","[6053, 73735, 1]"
,"[907, 908, 83]","[13805, 28419, 1]"
,"[908, 909, 142]","[48964, 86614, 1]"
,"[909, 910, 155]","[96069, 61226, 1]"
,"[910, 911, 237]","[92574, 86462, 1]"
,"[911, 912, 393]","[73658, 11979, 1]"
,"[912, 913, 711]","[28215, 61595, 1]"
,"[913, 914, 157]","[91311, 35036, 1]"
,"[914, 915, 724]","[23807, 13896, 1]"
,"[915, 916, 220]","[39898, 10296, 1]"
,"[916, 917, 66]","[41513, 98337, 1]"
,"[917, 918, 425]","[61647, 2979, 1]"
,"[918, 919, 418]","[74403, 79229, 1]"
,"[919, 920, 339]","[49089, 17351, 1]"
,"[920, 921, 556]","[16052, 7982, 1]"
,"[921, 922, 478]","[99132, 34847, 1]"
,"[922, 923, 426]","[52888, 625, 1]"
,"[923, 924, 64]","[44972, 81417, 1]"
,"[924, 925, 212]","[70296, 77766, 1]"
,"[925, 926, 853]","[74191, 21490, 1]"
,"[926, 927, 431]","[52998, 15652, 1]"
,"[927, 928, 399]","[14472, 3199, 1]"
,"[928, 929, 927]","[88225, 39084, 1]"
,"[929, 930, 789]","[38076, 95545, 1]"
,"[930, 931, 599]","[63681, 97513, 1]"
,"[931, 932, 969]","[87893, 54069, 1]"
,"[932, 933, 713]","[87683, 91820, 1]"
,"[933, 934, 21]","[14300, 92129, 1]"
,"[934, 935, 878]","[37494, 75010, 1]"
,"[935, 936, 902]","[34818, 26161, 1]"
,"[936, 937, 784]","[38673, 1716, 1]"
,"[937, 938, 590]","[45520, 8166, 1]"
,"[938, 939, 390]","[10369, 30273, 1]"
,"[939, 940, 489]","[54434, 65588, 1]"
,"[940, 941, 7]","[13229, 79055, 1]"
,"[941, 942, 966]","[40093, 88809, 1]"
,"[942, 943, 361]","[86691, 48600, 1]"
,"[943, 944, 306]","[59567, 41247, 1]"
,"[944, 945, 772]","[33730, 92148, 1]"
,"[945, 946, 400]","[91159, 47495, 1]"
,"[946, 947, 874]","[22021, 28843, 1]"
,"[947, 948, 914]","[41408, 48517, 1]"
,"[948, 949, 977]","[98719, 67190, 1]"
,"[949, 950, 856]","[78896, 61209, 1]"
,"[950, 951, 430]","[16457, 76363, 1]"
,"[951, 952, 552]","[41388, 47845, 1]"
,"[952, 953, 766]","[401, 45935, 1]"
,"[953, 954, 753]","[47810, 19268, 1]"
,"[954, 955, 560]","[36744, 8979, 1]"
,"[955, 956, 820]","[12999, 419, 1]"
,"[956, 957, 618]","[68092, 63788, 1]"
,"[957, 958, 920]","[84235, 11459, 1]"
,"[958, 959, 226]","[42518, 40038, 1]"
,"[959, 960, 500]","[1365, 80195, 1]"
,"[960, 961, 225]","[73935, 22222, 1]"
,"[961, 962, 280]","[22617, 80933, 1]"
,"[962, 963, 447]","[89790, 88130, 1]"
,"[963, 964, 498]","[25576, 37930, 1]"
,"[964, 965, 30]","[53639, 52245, 1]"
,"[965, 966, 399]","[22007, 78217, 1]"
,"[966, 967, 345]","[59066, 20917, 1]"
,"[967, 968, 685]","[48052, 94313, 1]"
,"[968, 969, 696]","[38610, 72574, 1]"
,"[969, 970, 818]","[29335, 46262, 1]"
,"[970, 971, 415]","[35981, 48596, 1]"
,"[971, 972, 742]","[93864, 79275, 1]"
,"[972, 973, 170]","[77645, 41514, 1]"
,"[973, 974, 861]","[59546, 24502, 1]"
,"[974, 975, 479]","[56557, 27141, 1]"
,"[975, 976, 942]","[39418, 68071, 1]"
,"[976, 977, 131]","[97469, 49104, 1]"
,"[977, 978, 638]","[44009, 86585, 1]"
,"[978, 979, 547]","[1038, 6289, 1]"
,"[979, 980, 28]","[20259, 32720, 1]"
,"[980, 981, 929]","[89656, 3985, 1]"
,"[981, 982, 404]","[79789, 95126, 1]"
,"[982, 983, 607]","[85445, 60502, 1]"
,"[983, 984, 578]","[20781, 77996, 1]"
,"[984, 985, 679]","[49619, 89667, 1]"
,"[985, 986, 28]","[59896, 70596, 1]"
,"[986, 987, 86]","[20698, 71010, 1]"
,"[987, 988, 659]","[51978, 49635, 1]"
,"[988, 989, 439]","[10396, 75074, 1]"
,"[989, 990, 139]","[66470, 17929, 1]"
,"[990, 991, 888]","[67106, 42943, 1]"
,"[991, 992, 473]","[81769, 3246, 1]"
,"[992, 993, 187]","[35252, 5428, 1]"
,"[993, 994, 52]","[54905, 16745, 1]"
,"[994, 995, 267]","[6975, 74618, 1]"
,"[995, 996, 389]","[83727, 40117, 1]"
,"[996, 997, 336]","[28702, 37026, 1]"
,"[997, 998, 217]","[15091, 1379, 1]"
,"[998, 999, 466]","[19868, 30623, 1]"
,"[999, 1000, 335]","[94126, 2252, 1]"
,"[1000, 1001, 346]","[13883, 86904, 1]"
,"[1001, 1002, 780]","[25690, 6683, 1]"
,"[1002, 1003, 901]","[97265, 14448, 1]"
,"[1003, 1004, 389]","[9088, 32015, 1]"
,"[1004, 1005, 285]","[18178, 50980, 1]"
,"[1005, 1006, 771]","[31712, 32383, 1]"
,"[1006, 1007, 975]","[78344, 70570, 1]"
,"[1007, 1008, 852]","[72387, 53712, 1]"
,"[1008, 1009, 432]","[67485, 39127, 1]"
,"[1009, 1010, 259]","[77594, 53476, 1]"
,"[1010, 1011, 855]","[55846, 54613, 1]"
,"[1011, 1012, 84]","[69544, 53026, 1]"
,"[1012, 1013, 482]","[63255, 26331, 1]"
,"[1013, 1014, 20]","[36153, 96357, 1]"
,"[1014, 1015, 768]","[67126, 16375, 1]"
,"[1015, 1016, 553]","[46597, 89746, 1]"
,"[1016, 1017, 54]","[31420, 75001, 1]"
,"[1017, 1018, 975]","[11305, 23969, 1]"
,"[1018, 1019, 359]","[22063, 10731, 1]"
,"[1019, 1020, 230]","[78609, 1883, 1]"
,"[1020, 1021, 666]","[33304, 25247, 1]"
,"[1021, 1022, 71]","[91604, 86200, 1]"
,"[1022, 1023, 800]","[52525, 4251, 1]"
,"[1023, 1024, 981]","[41511, 54984, 1]"
,"[1024, 1025, 668]","[74860, 7241, 1]"
,"[1025, 1026, 42]","[35090, 99467, 1]"
,"[1026, 1027, 773]","[31140, 54134, 1]"
,"[1027, 1028, 32]","[91954, 39731, 1]"
,"[1028, 1029, 973]","[91602, 96097, 1]"
,"[1029, 1030, 254]","[33362, 33720, 1]"
,"[1030, 1031, 205]","[94946, 98476, 1]"
,"[1031, 1032, 860]","[86761, 49906, 1]"
,"[1032, 1033, 21]","[98679, 80804, 1]"
,"[1033, 1034, 637]","[34120, 39647, 1]"
,"[1034, 1035, 157]","[18043, 84980, 1]"
,"[1035, 1036, 245]","[8666, 93795, 1]"
,"[1036, 1037, 130]","[9970, 1832, 1]"
,"[1037, 1038, 485]","[53773, 58067, 1]"
,"[1038, 1039, 686]","[1861, 80661, 1]"
,"[1039, 1040, 118]","[80011, 83498, 1]"
,"[1040, 1041, 578]","[5868, 47180, 1]"
,"[1041, 1042, 971]","[27363, 82998, 1]"
,"[1042, 1043, 224]","[4921, 30056, 1]"
,"[1043, 1044, 477]","[22423, 53717, 1]"
,"[1044, 1045, 717]","[82143, 11749, 1]"
,"[1045, 1046, 263]","[44363, 12307, 1]"
,"[1046, 1047, 786]","[82878, 72797, 1]"
,"[1047, 1048, 378]","[60436, 13441, 1]"
,"[1048, 1049, 172]","[4328, 33719, 1]"
,"[1049, 1050, 621]","[2589, 88668, 1]"
,"[1050, 1051, 622]","[40049, 36308, 1]"
,"[1051, 1052, 987]","[56100, 34292, 1]"
,"[1052, 1053, 766]","[99608, 99437, 1]"
,"[1053, 1054, 736]","[52522, 29996, 1]"
,"[1054, 1055, 118]","[69634, 75616, 1]"
,"[1055, 1056, 797]","[73316, 75949, 1]"
,"[1056, 1057, 839]","[19861, 18464, 1]"
,"[1057, 1058, 168]","[67810, 40455, 1]"
,"[1058, 1059, 988]","[5044, 8601, 1]"
,"[1059, 1060, 319]","[40351, 95440, 1]"
,"[1060, 1061, 111]","[33651, 96735, 1]"
,"[1061, 1062, 593]","[82533, 80754, 1]"
,"[1062, 1063, 27]","[63604, 74893, 1]"
,"[1063, 1064, 952]","[5990, 91281, 1]"
,"[1064, 1065, 320]","[84768, 86266, 1]"
,"[1065, 1066, 590]","[44384, 83107, 1]"
,"[1066, 1067, 694]","[64713, 84152, 1]"
,"[1067, 1068, 930]","[28748, 42738, 1]"
,"[1068, 1069, 982]","[66384, 8110, 1]"
,"[1069, 1070, 385]","[43561, 35285, 1]"
,"[1070, 1071, 407]","[14366, 56518, 1]"
,"[1071, 1072, 965]","[31876, 13707, 1]"
,"[1072, 1073, 733]","[67020, 78931, 1]"
,"[1073, 1074, 204]","[93841, 20969, 1]"
,"[1074, 1075, 78]","[58134, 46819, 1]"
,"[1075, 1076, 607]","[5006, 217, 1]"
,"[1076, 1077, 708]","[54181, 86310, 1]"
,"[1077, 1078, 851]","[88395, 74148, 1]"
,"[1078, 1079, 643]","[20793, 13448, 1]"
,"[1079, 1080, 249]","[43889, 24850, 1]"
,"[1080, 1081, 105]","[80014, 85785, 1]"
,"[1081, 1082, 714]","[3249, 89464, 1]"
,"[1082, 1083, 792]","[1944, 42708, 1]"
,"[1083, 1084, 309]","[3083, 92707, 1]"
,"[1084, 1085, 871]","[54602, 93026, 1]"
,"[1085, 1086, 701]","[63381, 93461, 1]"
,"[1086, 1087, 615]","[92753, 37383, 1]"
,"[1087, 1088, 825]","[66014, 82239, 1]"
,"[1088, 1089, 124]","[16210, 58406, 1]"
,"[1089, 1090, 816]","[80482, 98905, 1]"
,"[1090, 1091, 580]","[70420, 92948, 1]"
,"[1091, 1092, 802]","[74433, 7212, 1]"
,"[1092, 1093, 43]","[26424, 88672, 1]"
,"[1093, 1094, 356]","[82755, 30711, 1]"
,"[1094, 1095, 546]","[4277, 31553, 1]"
,"[1095, 1096, 439]","[77641, 30801, 1]"
,"[1096, 1097, 678]","[63258, 46876, 1]"
,"[1097, 1098, 380]","[84022, 87204, 1]"
,"[1098, 1099, 71]","[96328, 66970, 1]"
,"[1099, 1100, 519]","[13782, 28165, 1]"
,"[1100, 1101, 664]","[92105, 158, 1]"
,"[1101, 1102, 350]","[90467, 13094, 1]"
,"[1102, 1103, 13]","[17820, 11757, 1]"
,"[1103, 1104, 870]","[60212, 3018, 1]"
,"[1104, 1105, 431]","[80053, 76759, 1]"
,"[1105, 1106, 843]","[92330, 37293, 1]"
,"[1106, 1107, 502]","[37136, 77167, 1]"
,"[1107, 1108, 109]","[42355, 60642, 1]"
,"[1108, 1109, 444]","[9173, 70655, 1]"
,"[1109, 1110, 984]","[8569, 27085, 1]"
